club_name,club_tm_id,league,season,market_value_m,club_url
AC Ajaccio,1147,Ligue 2,2019-2020,13.63,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2019
AJ Auxerre,290,Ligue 2,2019-2020,23.4,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2019
AS Nancy-Lorraine,1159,Ligue 2,2019-2020,12.78,https://www.transfermarkt.fr/as-nancy-lorraine/startseite/verein/1159/saison_id/2019
Chamois Niortais FC,1161,Ligue 2,2019-2020,11.85,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2019
Clermont Foot 63,3524,Ligue 2,2019-2020,12.23,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2019
EA Guingamp,855,Ligue 2,2019-2020,36.8,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2019
ESTAC Troyes,1095,Ligue 2,2019-2020,31.98,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2019
FC Chambly Oise,35012,Ligue 2,2019-2020,9.15,https://www.transfermarkt.fr/fc-chambly/startseite/verein/35012/saison_id/2019
FC Lorient,1158,Ligue 2,2019-2020,35.2,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2019
FC Sochaux-Montbéliard,750,Ligue 2,2019-2020,15.5,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2019
Grenoble Foot 38,1290,Ligue 2,2019-2020,10.73,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2019
LB Châteauroux,1175,Ligue 2,2019-2020,16.65,https://www.transfermarkt.fr/lb-chateauroux/startseite/verein/1175/saison_id/2019
Le Havre AC,738,Ligue 2,2019-2020,20.75,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2019
Le Mans FC,1164,Ligue 2,2019-2020,12.85,https://www.transfermarkt.fr/le-mans-fc/startseite/verein/1164/saison_id/2019
Paris FC,10004,Ligue 2,2019-2020,20.6,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2019
RC Lens,826,Ligue 2,2019-2020,30.83,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2019
Rodez AF,11273,Ligue 2,2019-2020,8.58,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2019
SM Caen,1162,Ligue 2,2019-2020,27.63,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2019
US Orléans,10868,Ligue 2,2019-2020,12.5,https://www.transfermarkt.fr/us-orleans/startseite/verein/10868/saison_id/2019
Valenciennes FC,1423,Ligue 2,2019-2020,14.15,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2019
AC Ajaccio,1147,Ligue 2,2020-2021,17.9,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2020
AJ Auxerre,290,Ligue 2,2020-2021,17.3,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2020
AS Nancy-Lorraine,1159,Ligue 2,2020-2021,17.65,https://www.transfermarkt.fr/as-nancy-lorraine/startseite/verein/1159/saison_id/2020
Amiens SC,1416,Ligue 2,2020-2021,52.05,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2020
Chamois Niortais FC,1161,Ligue 2,2020-2021,18.2,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2020
Clermont Foot 63,3524,Ligue 2,2020-2021,24.05,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2020
EA Guingamp,855,Ligue 2,2020-2021,23.45,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2020
ESTAC Troyes,1095,Ligue 2,2020-2021,28.85,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2020
FC Chambly Oise,35012,Ligue 2,2020-2021,12.75,https://www.transfermarkt.fr/fc-chambly/startseite/verein/35012/saison_id/2020
FC Sochaux-Montbéliard,750,Ligue 2,2020-2021,19.75,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2020
Grenoble Foot 38,1290,Ligue 2,2020-2021,15.15,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2020
LB Châteauroux,1175,Ligue 2,2020-2021,15.55,https://www.transfermarkt.fr/lb-chateauroux/startseite/verein/1175/saison_id/2020
Le Havre AC,738,Ligue 2,2020-2021,18.28,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2020
Paris FC,10004,Ligue 2,2020-2021,18.35,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2020
Pau FC,3166,Ligue 2,2020-2021,13.3,https://www.transfermarkt.fr/pau-fc/startseite/verein/3166/saison_id/2020
Rodez AF,11273,Ligue 2,2020-2021,14.4,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2020
SM Caen,1162,Ligue 2,2020-2021,22.65,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2020
Toulouse FC,415,Ligue 2,2020-2021,58.83,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2020
USL Dunkerque,9202,Ligue 2,2020-2021,11.75,https://www.transfermarkt.fr/usl-dunkerque/startseite/verein/9202/saison_id/2020
Valenciennes FC,1423,Ligue 2,2020-2021,24.55,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2020
AC Ajaccio,1147,Ligue 2,2021-2022,24.4,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2021
AJ Auxerre,290,Ligue 2,2021-2022,24.55,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2021
AS Nancy-Lorraine,1159,Ligue 2,2021-2022,16.55,https://www.transfermarkt.fr/as-nancy-lorraine/startseite/verein/1159/saison_id/2021
Amiens SC,1416,Ligue 2,2021-2022,28.55,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2021
Chamois Niortais FC,1161,Ligue 2,2021-2022,21.0,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2021
Dijon FCO,2969,Ligue 2,2021-2022,27.65,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2021
EA Guingamp,855,Ligue 2,2021-2022,22.8,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2021
FC Sochaux-Montbéliard,750,Ligue 2,2021-2022,22.95,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2021
Grenoble Foot 38,1290,Ligue 2,2021-2022,17.2,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2021
Le Havre AC,738,Ligue 2,2021-2022,31.3,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2021
Nîmes Olympique,1160,Ligue 2,2021-2022,30.13,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2021
Paris FC,10004,Ligue 2,2021-2022,26.15,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2021
Pau FC,3166,Ligue 2,2021-2022,16.95,https://www.transfermarkt.fr/pau-fc/startseite/verein/3166/saison_id/2021
Quevilly Rouen Métropole,7124,Ligue 2,2021-2022,15.4,https://www.transfermarkt.fr/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2021
Rodez AF,11273,Ligue 2,2021-2022,14.15,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2021
SC Bastia,595,Ligue 2,2021-2022,13.4,https://www.transfermarkt.fr/sc-bastia/startseite/verein/595/saison_id/2021
SM Caen,1162,Ligue 2,2021-2022,28.3,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2021
Toulouse FC,415,Ligue 2,2021-2022,55.05,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2021
USL Dunkerque,9202,Ligue 2,2021-2022,13.9,https://www.transfermarkt.fr/usl-dunkerque/startseite/verein/9202/saison_id/2021
Valenciennes FC,1423,Ligue 2,2021-2022,22.75,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2021
AS Saint-Étienne,618,Ligue 2,2022-2023,66.5,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2022
Amiens SC,1416,Ligue 2,2022-2023,28.85,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2022
Chamois Niortais FC,1161,Ligue 2,2022-2023,12.65,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2022
Dijon FCO,2969,Ligue 2,2022-2023,18.7,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2022
EA Guingamp,855,Ligue 2,2022-2023,23.0,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2022
FC Annecy,30204,Ligue 2,2022-2023,14.3,https://www.transfermarkt.fr/fc-annecy/startseite/verein/30204/saison_id/2022
FC Girondins de Bordeaux,40,Ligue 2,2022-2023,51.55,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2022
FC Metz,347,Ligue 2,2022-2023,55.3,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2022
FC Sochaux-Montbéliard,750,Ligue 2,2022-2023,30.75,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2022
Grenoble Foot 38,1290,Ligue 2,2022-2023,15.6,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2022
Le Havre AC,738,Ligue 2,2022-2023,50.1,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2022
Nîmes Olympique,1160,Ligue 2,2022-2023,23.3,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2022
Paris FC,10004,Ligue 2,2022-2023,25.25,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2022
Pau FC,3166,Ligue 2,2022-2023,13.95,https://www.transfermarkt.fr/pau-fc/startseite/verein/3166/saison_id/2022
Quevilly Rouen Métropole,7124,Ligue 2,2022-2023,13.75,https://www.transfermarkt.fr/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2022
Rodez AF,11273,Ligue 2,2022-2023,15.65,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2022
SC Bastia,595,Ligue 2,2022-2023,15.8,https://www.transfermarkt.fr/sc-bastia/startseite/verein/595/saison_id/2022
SM Caen,1162,Ligue 2,2022-2023,24.15,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2022
Stade Lavallois,1080,Ligue 2,2022-2023,11.45,https://www.transfermarkt.fr/stade-laval/startseite/verein/1080/saison_id/2022
Valenciennes FC,1423,Ligue 2,2022-2023,22.85,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2022
AC Ajaccio,1147,Ligue 2,2023-2024,15.25,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2023
AJ Auxerre,290,Ligue 2,2023-2024,31.7,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2023
AS Saint-Étienne,618,Ligue 2,2023-2024,47.2,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2023
Amiens SC,1416,Ligue 2,2023-2024,29.3,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2023
Angers SCO,1420,Ligue 2,2023-2024,42.05,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2023
EA Guingamp,855,Ligue 2,2023-2024,16.55,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2023
ESTAC Troyes,1095,Ligue 2,2023-2024,27.65,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2023
FC Annecy,30204,Ligue 2,2023-2024,13.75,https://www.transfermarkt.fr/fc-annecy/startseite/verein/30204/saison_id/2023
FC Girondins de Bordeaux,40,Ligue 2,2023-2024,28.85,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2023
Grenoble Foot 38,1290,Ligue 2,2023-2024,13.35,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2023
Paris FC,10004,Ligue 2,2023-2024,22.25,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2023
Pau FC,3166,Ligue 2,2023-2024,15.88,https://www.transfermarkt.fr/pau-fc/startseite/verein/3166/saison_id/2023
Quevilly - Rouen Métropole,7124,Ligue 2,2023-2024,13.2,https://www.transfermarkt.fr/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2023
Rodez AF,11273,Ligue 2,2023-2024,16.15,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2023
SC Bastia,595,Ligue 2,2023-2024,17.9,https://www.transfermarkt.fr/sc-bastia/startseite/verein/595/saison_id/2023
SM Caen,1162,Ligue 2,2023-2024,27.4,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2023
Stade Lavallois,1080,Ligue 2,2023-2024,12.3,https://www.transfermarkt.fr/stade-laval/startseite/verein/1080/saison_id/2023
US Concarneau,21688,Ligue 2,2023-2024,9.0,https://www.transfermarkt.fr/us-concarneau/startseite/verein/21688/saison_id/2023
USL Dunkerque,9202,Ligue 2,2023-2024,16.15,https://www.transfermarkt.fr/usl-dunkerque/startseite/verein/9202/saison_id/2023
Valenciennes FC,1423,Ligue 2,2023-2024,19.7,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2023
AC Ajaccio,1147,Ligue 2,2024-2025,12.73,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2024
Amiens SC,1416,Ligue 2,2024-2025,18.5,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2024
Clermont Foot 63,3524,Ligue 2,2024-2025,25.13,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2024
EA Guingamp,855,Ligue 2,2024-2025,24.13,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2024
ESTAC Troyes,1095,Ligue 2,2024-2025,28.7,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2024
FC Annecy,30204,Ligue 2,2024-2025,13.45,https://www.transfermarkt.fr/fc-annecy/startseite/verein/30204/saison_id/2024
FC Lorient,1158,Ligue 2,2024-2025,74.45,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2024
FC Martigues,1165,Ligue 2,2024-2025,7.15,https://www.transfermarkt.fr/fc-martigues/startseite/verein/1165/saison_id/2024
FC Metz,347,Ligue 2,2024-2025,53.3,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2024
Grenoble Foot 38,1290,Ligue 2,2024-2025,16.0,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2024
Paris FC,10004,Ligue 2,2024-2025,44.8,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2024
Pau FC,3166,Ligue 2,2024-2025,15.88,https://www.transfermarkt.fr/pau-fc/startseite/verein/3166/saison_id/2024
Red Star FC,1154,Ligue 2,2024-2025,11.95,https://www.transfermarkt.fr/red-star-fc/startseite/verein/1154/saison_id/2024
Rodez AF,11273,Ligue 2,2024-2025,16.55,https://www.transfermarkt.fr/rodez-af/startseite/verein/11273/saison_id/2024
SC Bastia,595,Ligue 2,2024-2025,19.98,https://www.transfermarkt.fr/sc-bastia/startseite/verein/595/saison_id/2024
SM Caen,1162,Ligue 2,2024-2025,23.0,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2024
Stade Lavallois,1080,Ligue 2,2024-2025,13.33,https://www.transfermarkt.fr/stade-laval/startseite/verein/1080/saison_id/2024
USL Dunkerque,9202,Ligue 2,2024-2025,24.6,https://www.transfermarkt.fr/usl-dunkerque/startseite/verein/9202/saison_id/2024
AFC Bournemouth,989,Premier League,2017-2018,144.5,https://www.transfermarkt.fr/afc-bournemouth/startseite/verein/989/saison_id/2017
Arsenal FC,11,Premier League,2017-2018,694.0,https://www.transfermarkt.fr/fc-arsenal/startseite/verein/11/saison_id/2017
Brighton & Hove Albion,1237,Premier League,2017-2018,148.2,https://www.transfermarkt.fr/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2017
Burnley FC,1132,Premier League,2017-2018,169.3,https://www.transfermarkt.fr/fc-burnley/startseite/verein/1132/saison_id/2017
Chelsea FC,631,Premier League,2017-2018,884.25,https://www.transfermarkt.fr/fc-chelsea/startseite/verein/631/saison_id/2017
Crystal Palace,873,Premier League,2017-2018,220.73,https://www.transfermarkt.fr/crystal-palace/startseite/verein/873/saison_id/2017
FC Everton,29,Premier League,2017-2018,381.25,https://www.transfermarkt.fr/fc-everton/startseite/verein/29/saison_id/2017
FC Liverpool,31,Premier League,2017-2018,857.5,https://www.transfermarkt.fr/fc-liverpool/startseite/verein/31/saison_id/2017
FC Southampton,180,Premier League,2017-2018,297.0,https://www.transfermarkt.fr/fc-southampton/startseite/verein/180/saison_id/2017
FC Watford,1010,Premier League,2017-2018,196.0,https://www.transfermarkt.fr/fc-watford/startseite/verein/1010/saison_id/2017
Huddersfield Town,1110,Premier League,2017-2018,106.05,https://www.transfermarkt.fr/huddersfield-town/startseite/verein/1110/saison_id/2017
Leicester City,1003,Premier League,2017-2018,304.25,https://www.transfermarkt.fr/leicester-city/startseite/verein/1003/saison_id/2017
Manchester City,281,Premier League,2017-2018,1010.0,https://www.transfermarkt.fr/manchester-city/startseite/verein/281/saison_id/2017
Manchester United,985,Premier League,2017-2018,849.5,https://www.transfermarkt.fr/manchester-united/startseite/verein/985/saison_id/2017
Newcastle United,762,Premier League,2017-2018,208.28,https://www.transfermarkt.fr/newcastle-united/startseite/verein/762/saison_id/2017
Stoke City,512,Premier League,2017-2018,192.45,https://www.transfermarkt.fr/stoke-city/startseite/verein/512/saison_id/2017
Swansea City,2288,Premier League,2017-2018,165.49,https://www.transfermarkt.fr/swansea-city/startseite/verein/2288/saison_id/2017
Tottenham Hotspur,148,Premier League,2017-2018,829.6,https://www.transfermarkt.fr/tottenham-hotspur/startseite/verein/148/saison_id/2017
West Bromwich Albion,984,Premier League,2017-2018,165.95,https://www.transfermarkt.fr/west-bromwich-albion/startseite/verein/984/saison_id/2017
West Ham United,379,Premier League,2017-2018,268.1,https://www.transfermarkt.fr/west-ham-united/startseite/verein/379/saison_id/2017
AFC Bournemouth,989,Premier League,2018-2019,310.0,https://www.transfermarkt.fr/afc-bournemouth/startseite/verein/989/saison_id/2018
Arsenal FC,11,Premier League,2018-2019,659.05,https://www.transfermarkt.fr/fc-arsenal/startseite/verein/11/saison_id/2018
Brighton & Hove Albion,1237,Premier League,2018-2019,194.35,https://www.transfermarkt.fr/brighton-amp-hove-albion/startseite/verein/1237/saison_id/2018
Burnley FC,1132,Premier League,2018-2019,197.25,https://www.transfermarkt.fr/fc-burnley/startseite/verein/1132/saison_id/2018
Cardiff City,603,Premier League,2018-2019,113.0,https://www.transfermarkt.fr/cardiff-city/startseite/verein/603/saison_id/2018
Chelsea FC,631,Premier League,2018-2019,1170.0,https://www.transfermarkt.fr/fc-chelsea/startseite/verein/631/saison_id/2018
Crystal Palace,873,Premier League,2018-2019,289.0,https://www.transfermarkt.fr/crystal-palace/startseite/verein/873/saison_id/2018
FC Everton,29,Premier League,2018-2019,529.1,https://www.transfermarkt.fr/fc-everton/startseite/verein/29/saison_id/2018
FC Fulham,931,Premier League,2018-2019,254.25,https://www.transfermarkt.fr/fc-fulham/startseite/verein/931/saison_id/2018
FC Liverpool,31,Premier League,2018-2019,1170.0,https://www.transfermarkt.fr/fc-liverpool/startseite/verein/31/saison_id/2018
FC Southampton,180,Premier League,2018-2019,305.4,https://www.transfermarkt.fr/fc-southampton/startseite/verein/180/saison_id/2018
FC Watford,1010,Premier League,2018-2019,239.1,https://www.transfermarkt.fr/fc-watford/startseite/verein/1010/saison_id/2018
Huddersfield Town,1110,Premier League,2018-2019,137.45,https://www.transfermarkt.fr/huddersfield-town/startseite/verein/1110/saison_id/2018
Leicester City,1003,Premier League,2018-2019,434.1,https://www.transfermarkt.fr/leicester-city/startseite/verein/1003/saison_id/2018
Manchester City,281,Premier League,2018-2019,1200.0,https://www.transfermarkt.fr/manchester-city/startseite/verein/281/saison_id/2018
Manchester United,985,Premier League,2018-2019,797.6,https://www.transfermarkt.fr/manchester-united/startseite/verein/985/saison_id/2018
Newcastle United,762,Premier League,2018-2019,244.65,https://www.transfermarkt.fr/newcastle-united/startseite/verein/762/saison_id/2018
Tottenham Hotspur,148,Premier League,2018-2019,898.6,https://www.transfermarkt.fr/tottenham-hotspur/startseite/verein/148/saison_id/2018
West Ham United,379,Premier League,2018-2019,359.0,https://www.transfermarkt.fr/west-ham-united/startseite/verein/379/saison_id/2018
Wolverhampton Wanderers,543,Premier League,2018-2019,302.9,https://www.transfermarkt.fr/wolverhampton-wanderers/startseite/verein/543/saison_id/2018
AFC Bournemouth,989,Premier League,2019-2020,272.18,https://www.transfermarkt.fr/afc-bournemouth/startseite/verein/989/saison_id/2019
